index,chartType,qNum,question,answer,qType,qaInput,response,time,correct,qType_simple,expType,LLM
3090,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.7416841983795166,,determine range,reVLAT_Viz+NoChoices,Gemini
3653,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.7686033248901367,,determine range,reVLAT_Viz+NoChoices,Gemini
6267,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.276027202606201,,determine range,reVLAT_Viz+NoChoices,Gemini
512,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.670074224472046,,determine range,reVLAT_Viz+NoChoices,Gemini
1232,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.6517140865325928,,determine range,reVLAT_Viz+NoChoices,Gemini
6253,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,4.090592622756958,,determine range,reVLAT_Viz+NoChoices,Gemini
372,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,5.150656938552856,,determine range,reVLAT_Viz+NoChoices,Gemini
4577,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.298053026199341,,determine range,reVLAT_Viz+NoChoices,Gemini
6032,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.3058364391326904,,determine range,reVLAT_Viz+NoChoices,Gemini
5998,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,5.179296493530273,,determine range,reVLAT_Viz+NoChoices,Gemini
298,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.2982213497161865,,determine range,reVLAT_Viz+NoChoices,Gemini
1566,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.051899194717407,,determine range,reVLAT_Viz+NoChoices,Gemini
2256,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.2561850547790527,,determine range,reVLAT_Viz+NoChoices,Gemini
2705,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.091877698898315,,determine range,reVLAT_Viz+NoChoices,Gemini
1016,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.2342326641082764,,determine range,reVLAT_Viz+NoChoices,Gemini
1007,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, Volatile.,4.131659507751465,,determine range,reVLAT_Viz+NoChoices,Gemini
1085,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.696822166442871,,determine range,reVLAT_Viz+NoChoices,Gemini
1804,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.6005284786224365,,determine range,reVLAT_Viz+NoChoices,Gemini
4079,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.704461097717285,,determine range,reVLAT_Viz+NoChoices,Gemini
2349,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.367166042327881,,determine range,reVLAT_Viz+NoChoices,Gemini
5895,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.240034580230713,,determine range,reVLAT_Viz+NoChoices,Gemini
1560,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.728987693786621,,determine range,reVLAT_Viz+NoChoices,Gemini
2716,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.696224212646485,,determine range,reVLAT_Viz+NoChoices,Gemini
4112,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.824174642562866,,determine range,reVLAT_Viz+NoChoices,Gemini
3680,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.403733253479004,,determine range,reVLAT_Viz+NoChoices,Gemini
5540,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.821743965148926,,determine range,reVLAT_Viz+NoChoices,Gemini
5952,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,3.9676105976104736,,determine range,reVLAT_Viz+NoChoices,Gemini
6263,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, Volatile.,3.866241693496704,,determine range,reVLAT_Viz+NoChoices,Gemini
4025,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.157454013824463,,determine range,reVLAT_Viz+NoChoices,Gemini
6134,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,57,4.0438454151153564,,determine range,reVLAT_Viz+NoChoices,Gemini
2797,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,4.4730188846588135,,determine range,reVLAT_Viz+NoChoices,Gemini
2897,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.913907051086426,,determine range,reVLAT_Viz+NoChoices,Gemini
408,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,40-65,4.222435951,,determine range,reVLAT_Viz+NoChoices,Gemini
5231,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,5.083132505,,determine range,reVLAT_Viz+NoChoices,Gemini
3353,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.168459892272949,,determine range,reVLAT_Viz+NoChoices,Gemini
729,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.027732372283936,,determine range,reVLAT_Viz+NoChoices,Gemini
1747,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.284913063049316,,determine range,reVLAT_Viz+NoChoices,Gemini
5996,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.921921968460083,,determine range,reVLAT_Viz+NoChoices,Gemini
2569,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.089463472366333,,determine range,reVLAT_Viz+NoChoices,Gemini
351,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.3552913665771484,,determine range,reVLAT_Viz+NoChoices,Gemini
1812,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.6633670330047607,,determine range,reVLAT_Viz+NoChoices,Gemini
2469,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.201634407043457,,determine range,reVLAT_Viz+NoChoices,Gemini
5989,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.1,4.196505308151245,,determine range,reVLAT_Viz+NoChoices,Gemini
6287,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.331052065,,determine range,reVLAT_Viz+NoChoices,Gemini
5002,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.151942968,,determine range,reVLAT_Viz+NoChoices,Gemini
5718,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.116129159927368,,determine range,reVLAT_Viz+NoChoices,Gemini
103,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.939131736755371,,determine range,reVLAT_Viz+NoChoices,Gemini
3173,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,3.983855247497559,,determine range,reVLAT_Viz+NoChoices,Gemini
4721,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,3.9194958209991455,,determine range,reVLAT_Viz+NoChoices,Gemini
2886,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.6630008220672607,,determine range,reVLAT_Viz+NoChoices,Gemini
4136,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.352230310440064,,determine range,reVLAT_Viz+NoChoices,Gemini
3597,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.335381269454956,,determine range,reVLAT_Viz+NoChoices,Gemini
1179,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.109408140182495,,determine range,reVLAT_Viz+NoChoices,Gemini
3010,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.635257482528688,,determine range,reVLAT_Viz+NoChoices,Gemini
2043,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.018268346786499,,determine range,reVLAT_Viz+NoChoices,Gemini
5083,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.602911472320557,,determine range,reVLAT_Viz+NoChoices,Gemini
3391,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.943666219711304,,determine range,reVLAT_Viz+NoChoices,Gemini
1972,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.2592577934265137,,determine range,reVLAT_Viz+NoChoices,Gemini
3247,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.089013576507568,,determine range,reVLAT_Viz+NoChoices,Gemini
727,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.181116819381714,,determine range,reVLAT_Viz+NoChoices,Gemini
3481,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.727797269821167,,determine range,reVLAT_Viz+NoChoices,Gemini
5521,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.3537673950195312,,determine range,reVLAT_Viz+NoChoices,Gemini
1809,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.752169132232666,,determine range,reVLAT_Viz+NoChoices,Gemini
293,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,3.969172716140747,,determine range,reVLAT_Viz+NoChoices,Gemini
1797,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,3.950073242,,determine range,reVLAT_Viz+NoChoices,Gemini
1902,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,3.8853507041931152,,determine range,reVLAT_Viz+NoChoices,Gemini
4448,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.731468915939331,,determine range,reVLAT_Viz+NoChoices,Gemini
4857,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,5.106508493423462,,determine range,reVLAT_Viz+NoChoices,Gemini
3512,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.819547891616821,,determine range,reVLAT_Viz+NoChoices,Gemini
1301,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.225526571273804,,determine range,reVLAT_Viz+NoChoices,Gemini
762,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.146746873855591,,determine range,reVLAT_Viz+NoChoices,Gemini
4035,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.7609052658081055,,determine range,reVLAT_Viz+NoChoices,Gemini
5798,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.7224531173706055,,determine range,reVLAT_Viz+NoChoices,Gemini
161,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.138453722000122,,determine range,reVLAT_Viz+NoChoices,Gemini
4061,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.158008098602295,,determine range,reVLAT_Viz+NoChoices,Gemini
2550,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.059790849685669,,determine range,reVLAT_Viz+NoChoices,Gemini
5523,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,3.9642910957336426,,determine range,reVLAT_Viz+NoChoices,Gemini
1745,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.818159103393554,,determine range,reVLAT_Viz+NoChoices,Gemini
4732,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.356961488723755,,determine range,reVLAT_Viz+NoChoices,Gemini
151,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,57,3.859152079,,determine range,reVLAT_Viz+NoChoices,Gemini
3151,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,4.737296581268311,,determine range,reVLAT_Viz+NoChoices,Gemini
4096,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.209697246551514,,determine range,reVLAT_Viz+NoChoices,Gemini
1054,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.105414628982544,,determine range,reVLAT_Viz+NoChoices,Gemini
5264,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.1,4.171255588531494,,determine range,reVLAT_Viz+NoChoices,Gemini
571,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,3.948539972305298,,determine range,reVLAT_Viz+NoChoices,Gemini
1125,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.064177989959717,,determine range,reVLAT_Viz+NoChoices,Gemini
3584,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.3183817863464355,,determine range,reVLAT_Viz+NoChoices,Gemini
5611,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.8487257957458496,,determine range,reVLAT_Viz+NoChoices,Gemini
1592,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.214390754699707,,determine range,reVLAT_Viz+NoChoices,Gemini
2029,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.078749418258667,,determine range,reVLAT_Viz+NoChoices,Gemini
1694,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.043241262435913,,determine range,reVLAT_Viz+NoChoices,Gemini
3338,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.024220228,,determine range,reVLAT_Viz+NoChoices,Gemini
3050,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.086793184280396,,determine range,reVLAT_Viz+NoChoices,Gemini
4058,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.1593451499938965,,determine range,reVLAT_Viz+NoChoices,Gemini
474,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.119889259338379,,determine range,reVLAT_Viz+NoChoices,Gemini
4313,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.2949907779693604,,determine range,reVLAT_Viz+NoChoices,Gemini
123,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,3.950841665267944,,determine range,reVLAT_Viz+NoChoices,Gemini
1503,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,3.999255895614624,,determine range,reVLAT_Viz+NoChoices,Gemini
5978,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,4.151561498641968,,determine range,reVLAT_Viz+NoChoices,Gemini
3112,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.3240444660186768,,determine range,reVLAT_Viz+NoChoices,Gemini
2187,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,5.256356954574585,,determine range,reVLAT_Viz+NoChoices,Gemini
6023,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.061167001724243,,determine range,reVLAT_Viz+NoChoices,Gemini
1456,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.481316804885864,,determine range,reVLAT_Viz+NoChoices,Gemini
5097,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.019686937332153,,determine range,reVLAT_Viz+NoChoices,Gemini
3197,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.962294578552246,,determine range,reVLAT_Viz+NoChoices,Gemini
503,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.338488340377808,,determine range,reVLAT_Viz+NoChoices,Gemini
2307,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,3.992475748062134,,determine range,reVLAT_Viz+NoChoices,Gemini
40,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,5.8194499015808105,,determine range,reVLAT_Viz+NoChoices,Gemini
2916,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.316698312759399,,determine range,reVLAT_Viz+NoChoices,Gemini
5587,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, Volatile.,3.9219117164611816,,determine range,reVLAT_Viz+NoChoices,Gemini
414,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.911973237991333,,determine range,reVLAT_Viz+NoChoices,Gemini
3053,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.003135681152344,,determine range,reVLAT_Viz+NoChoices,Gemini
4457,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.400696516036988,,determine range,reVLAT_Viz+NoChoices,Gemini
964,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.3439249992370605,,determine range,reVLAT_Viz+NoChoices,Gemini
3435,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.044119119644165,,determine range,reVLAT_Viz+NoChoices,Gemini
1834,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.274060964584351,,determine range,reVLAT_Viz+NoChoices,Gemini
1578,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,4.5399558544158936,,determine range,reVLAT_Viz+NoChoices,Gemini
6349,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,5.4406445026397705,,determine range,reVLAT_Viz+NoChoices,Gemini
3878,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.4030215740203857,,determine range,reVLAT_Viz+NoChoices,Gemini
3674,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,57,4.135094165802002,,determine range,reVLAT_Viz+NoChoices,Gemini
5432,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,4.248826265335083,,determine range,reVLAT_Viz+NoChoices,Gemini
82,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.569363594055176,,determine range,reVLAT_Viz+NoChoices,Gemini
416,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.726942539215088,,determine range,reVLAT_Viz+NoChoices,Gemini
2034,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.2309372425079346,,determine range,reVLAT_Viz+NoChoices,Gemini
871,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.535719871520996,,determine range,reVLAT_Viz+NoChoices,Gemini
821,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,3.9733200073242174,,determine range,reVLAT_Viz+NoChoices,Gemini
4223,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,57,4.025409222,,determine range,reVLAT_Viz+NoChoices,Gemini
1940,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.724135875701904,,determine range,reVLAT_Viz+NoChoices,Gemini
3839,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.400917053222656,,determine range,reVLAT_Viz+NoChoices,Gemini
202,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.044885158538818,,determine range,reVLAT_Viz+NoChoices,Gemini
5898,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.7064132690429688,,determine range,reVLAT_Viz+NoChoices,Gemini
5703,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,4.801434755325317,,determine range,reVLAT_Viz+NoChoices,Gemini
